Date,NVDA.O (TRDPRC_1),JPM (TRDPRC_1),GS (TRDPRC_1),AAPL.O (TRDPRC_1),MSFT.O (TRDPRC_1),TSLA.O (TRDPRC_1),META.O (TRDPRC_1),GOOGL.O (TRDPRC_1),BLK (TRDPRC_1),BX (TRDPRC_1),TSM (TRDPRC_1),XAU= (BID),AMZN.O (TRDPRC_1),WMT (TRDPRC_1),COST.O (TRDPRC_1),NKE (TRDPRC_1),PFE (TRDPRC_1),TSN (TRDPRC_1),SPY (TRDPRC_1),F (TRDPRC_1)
,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
26/1/2021,13.44,131.58,281.76,,,,,,721.85,64.9,126.65,1850.31,166.31,49.17,356.86,135.1,37.31,66.57,383.79,10.5
25/1/2021,13.65,132.12,283.04,,,,,,722.98,64.98,130.52,1854.9915,164.7,48.73,353.83,137.55,37.28,66.6,384.39,10.59
22/1/2021,13.71,133.79,289.39,,,,,,735.05,65.03,129.14,1852.55,164.61,48.78,354.24,139.35,36.55,66.52,382.88,10.81
21/1/2021,13.87,134.83,289.37,,,,,,742.2,65.69,134.16,1869.91,165.35,48.28,354.73,141.61,36.48,65.9,384.24,10.82
20/1/2021,13.37,135.97,290.47,,,,,,741.54,65.22,130.64,1870.9063,163.17,48.5,353.27,142.8,36.5,66.25,383.89,10.19
19/1/2021,13.03,138.04,294.2,,,,,,733.65,64.41,131.3,1839.3369,156.04,47.8,346.59,139.27,36.73,63.9,378.65,9.4
15/1/2021,12.86,138.64,301.01,,,,,,727.76,63.35,125.23,1826.59,155.21,48.21,354.11,140.72,36.7,64.75,375.7,9.22
14/1/2021,13.2,141.17,307.87,,,,,,743.5,63.5,126.45,1846.3694,156.37,48.99,354.29,141.3,36.75,64.76,378.46,9.54
13/1/2021,13.53,140.35,302.94,,,,,,779.75,63.97,119.23,1843.41,158.29,49.15,358.79,143.04,36.86,64.09,379.79,9.18
12/1/2021,13.48,140.22,302.21,,,,,,777.74,62.58,123,1855.6292,156.04,49.66,356.1,145.05,37.18,64.01,378.77,9.18
11/1/2021,13.62,138.05,293.83,,,,,,766.68,62.69,122.6,1844.6613,155.71,49.1,355.92,147.05,37.77,64.77,378.69,8.73
08/1/2021,13.28,136.02,290.08,,,,,,756.45,62.9,118.69,1848.26,159.13,48.88,361.71,146.35,37.13,64.03,381.26,8.44
07/1/2021,13.34,135.87,291.65,,,,,,750.42,63.23,121.43,1912.499,158.11,48.88,359.74,144.95,37.06,64.61,379.1,8.5
06/1/2021,12.61,131.55,285.55,,,,,,734.96,61.66,115.61,1918.81,156.92,48.89,361.79,142.35,36.87,65.36,373.55,8.29
05/1/2021,13.4,125.65,270.93,,,,,,714.58,62.81,112.77,1949.35,160.93,48.58,367.39,141.23,37.19,63.45,371.33,8.12
04/1/2021,13.11,125.87,265,,,,,,710.82,63,111.7,1942.2753,159.33,48.84,371.7,140.1,36.81,63.5,368.79,7.99
31/12/2020,13.05,127.07,263.71,,,,,,721.54,64.81,109.04,1896.4875,162.85,48.05,368.4,141.47,36.81,64.44,373.88,8.25
30/12/2020,13.15,125.36,259.45,,,,,,708.94,64.7,108.9,1893.3682,164.29,48.06,366.12,141.58,36.74,63.59,371.99,8.31
29/12/2020,12.94,125.01,258.01,,,,,,706.28,64.54,105.56,1877.9918,166.1,48.1,364.43,141.57,37.05,63.5,371.46,8.27
28/12/2020,12.9,125.34,259.59,,,,,,710.18,64.67,106.15,1871.19,164.2,48.41,362.81,142.43,36.82,64.38,372.17,8.34
24/12/2020,12.99,124.52,256.16,,,,,,707.18,64.99,105.97,1876.5649,158.63,47.83,356.47,141.6,37.27,64.79,369,8.31
23/12/2020,13.01,125.07,256.45,,,,,,703.64,65.05,103.76,1872.0759,159.26,47.74,353.84,141.76,37.44,64.55,367.57,8.43
22/12/2020,13.28,121.67,250.09,,,,,,693.52,64.84,103.94,1859.56,160.33,48.07,353.98,142.45,36.74,62.48,367.24,8.25
21/12/2020,13.33,123.55,256.98,,,,,,698.83,64.45,104.83,1876.21,160.31,48.66,356.85,144.02,37.38,63.85,367.86,8.38
18/12/2020,13.27,119.08,242.13,,,,,,698.8,64.6,104.28,1880.66,160.08,48.65,358.84,137.28,37.68,64.95,369.18,8.4
17/12/2020,13.34,119.67,244.43,,,,,,706.01,65.34,103.9,1885.8693,161.8,48.7,362.06,140.5,38.03,65,372.24,8.52
16/12/2020,13.24,120.67,243.77,,,,,,698.37,64.93,105.2,1864.1456,162.05,48.48,361.23,138.34,37.84,65.24,370.17,8.48
15/12/2020,13.36,120.32,242.43,,,,,,698.18,65.14,105.09,1853.46,158.26,48.53,363.61,139.39,38.71,68.25,369.59,8.58
14/12/2020,13.31,118.3,237.79,,,,,,683.92,63.11,103.56,1827.1699,157.85,48.55,366.06,136.28,39.21,69.78,364.66,8.36
11/12/2020,13.01,119.56,239.99,,,,,,695.2,63.84,104.03,1839.0272,155.82,49,366.76,137.41,41.12,69.29,366.3,8.46
10/12/2020,12.97,120.27,244.4,,,,,,698.41,62.85,104.23,1835.31,155.07,49.01,364.5,137.58,41.73,69.41,366.73,8.56
09/12/2020,12.93,121.05,242.82,,,,,,701.68,62.39,104.42,1839.11,155.21,49.42,365.97,138.79,41.85,69.16,366.85,8.87
08/12/2020,13.35,122,238.84,,,,,,713.92,62.45,105.64,1871.36,158.86,49.82,369.2,139.12,42.56,68.41,370.17,8.68
07/12/2020,13.61,121.88,238.45,,,,,,709.49,61.98,106.39,1863.69,157.9,49.37,365.03,138.75,41.25,68.7,369.09,8.65
04/12/2020,13.56,122.34,239.58,,,,,,703.47,62.04,103.73,1837.61,158.13,49.64,365.13,137.19,40.34,70.1,369.85,8.76
03/12/2020,13.4,121.24,235.47,,,,,,715.42,61.4,99.5,1840.36,159.34,49.77,365.73,136.96,40.09,69.13,366.69,8.64
02/12/2020,13.54,122.04,237.65,,,,,,718.36,61.6,99.54,1831.01,160.18,50.17,374.97,135.58,40.8,66.1,366.79,8.63
01/12/2020,13.39,119.74,232.08,,,,,,715.23,60.42,100.86,1814.8685,161,50.88,378.94,135.44,39.41,66.76,366.02,8.67
30/11/2020,13.4,117.88,230.58,,,,,,698.35,59.55,97.02,1777.019,158.4,50.93,373.28,134.7,38.31,65.2,362.06,8.52
27/11/2020,13.26,121.22,235.4,,,,,,715.11,60.53,98.74,1788.1288,159.77,50.53,370.06,134.25,37.23,65,363.67,8.53
25/11/2020,13.23,122.03,236.54,,,,,,703.61,60.48,97.49,1805.2983,159.25,50.61,369.45,135.54,36.53,64.99,362.66,8.52
24/11/2020,12.96,123.32,237.5,,,,,,699.3,59.83,96.64,1807.51,155.9,50.45,366.09,134.7,36.6,64.8,363.22,8.87
23/11/2020,13.14,117.87,228.83,,,,,,682.87,59.11,98.13,1835.85,154.92,50.31,363.7,134.13,36.52,63.13,357.46,8.31
20/11/2020,13.09,114.57,223.35,,,,,,672.71,58.65,95.33,1870.4858,154.97,50.08,363.13,132.98,36.7,60.74,355.33,8.2
19/11/2020,13.44,115.56,224.57,,,,,,673.48,58.64,96.61,1867.3678,155.85,50.71,365.44,131.91,36.19,62.34,357.78,8.27
18/11/2020,13.43,115.25,224.3,,,,,,669.89,57.81,96.93,1871.41,155.27,49.7,364.19,131.63,36.32,63.45,356.28,8.27
17/11/2020,13.42,116.11,224.65,,,,,,667.49,57.69,95.71,1878.6031,156.78,49.79,363.9,132.21,36.04,63.78,360.62,8.21
16/11/2020,13.52,117.3,222.38,,,,,,676.43,57.09,99.27,1888.5177,156.55,50.81,361.87,130.11,35.39,64.74,362.57,8.26
13/11/2020,13.3,114.08,219.08,,,,,,669.77,56.16,93.22,1888.0398,156.44,50.18,360.96,128.28,36.61,62.35,358.1,8.01
12/11/2020,13.46,113.37,214.51,,,,,,659.79,54.94,89.82,1875.7566,155.51,49.41,357.98,126.64,35.6,60.83,353.21,7.7
11/11/2020,13.42,114.78,218.05,,,,,,670.62,55.35,90.88,1864.71,156.87,49.33,355.32,127.66,36.5,61.11,356.67,7.82
10/11/2020,12.77,116.52,217.47,,,,,,660.6,57.11,87.66,1876.5,151.75,48.52,349.32,127.71,36.67,60.46,354.04,7.86
09/11/2020,13.63,116.9,214.93,,,,,,666.02,56.04,89.03,1861.86,157.19,47.85,347.77,128.95,37.16,60.35,354.56,7.69
06/11/2020,14.56,102.96,201.26,,,,,,654.9,55.69,91.41,1951.51,165.57,48.59,367.46,128.9,34.51,57.33,350.16,7.31
05/11/2020,14.16,104.35,202.96,,,,,,668.19,57.45,90.43,1948.56,166.1,47.82,367.05,129.7,34.5,57.71,350.24,7.5
04/11/2020,13.79,100.25,197.87,,,,,,651.6,54.95,89.45,1903.21,162.06,47.32,358.42,127.34,35.39,56.54,343.54,7.17
03/11/2020,13.02,103.41,197.93,,,,,,629.26,51.98,87.69,1908.36,152.42,47.59,354.41,124.59,34.31,56.49,336.03,7.39
02/11/2020,12.58,100.25,190.2,,,,,,614.87,51.33,85.71,1895.0955,150.22,46.8,347.19,122.39,34.34,57.63,330.2,7.23
30/10/2020,12.53,98.04,189.04,,,,,,599.21,50.42,83.87,1877.95,151.81,46.25,340.74,120.08,33.63,57.23,326.54,7.25
29/10/2020,13.02,97.17,189.94,,,,,,602.33,50.99,84.89,1867.1346,160.55,46.64,347.64,122.86,33.44,57.24,329.98,7.41
28/10/2020,12.63,96.54,189.77,,,,,,600.71,50.29,83.85,1877.0619,158.14,46.68,347.74,122.08,33.6,56.76,326.66,7.22
27/10/2020,13.4,99.33,195.68,,,,,,614.53,51.87,86.71,1906.83,164.32,47.62,355.13,127.99,35.48,57.67,338.22,7.43
26/10/2020,13.14,101.24,201.14,,,,,,622.19,52.84,86.73,1901.6938,160.35,47.39,353.22,128.37,35.95,57.46,339.39,7.53
23/10/2020,13.59,103.81,205.04,,,,,,637.31,54.64,88.31,1900.7946,160.22,47.95,356.92,129.99,36.19,60.05,345.78,7.66
22/10/2020,13.36,102.88,205.4,,,,,,635.18,54.77,88.21,1904.042,158.82,47.85,358.02,130.02,35.48,59.44,344.61,7.7
21/10/2020,13.52,99.37,202.91,,,,,,634.99,54.44,87.64,1924.4941,159.25,48.13,359.99,129.43,35.15,59.17,342.73,7.36
20/10/2020,13.65,100.37,208.03,,,,,,645.07,54.67,88.26,1906.3853,160.85,47.97,360.46,128.49,35.54,57.86,343.38,7.26
19/10/2020,13.5,99.8,205.69,,,,,,634.89,54.91,87.56,1904.2697,160.36,47.65,357.84,127.43,35.83,58.31,342.01,7.12
16/10/2020,13.81,101.51,206.21,,,,,,657.38,55.78,86.7,1898.97,163.64,48.24,363.53,128,35.97,59.71,347.29,7.2
15/10/2020,13.97,101.72,208.6,,,,,,646.24,55.4,88.15,1907.824,166.93,48.18,358.81,129,34.65,60.49,347.5,7.15
14/10/2020,14.1,100.22,211.23,,,,,,639.85,55.1,88.6,1900.887,168.19,47.98,360.49,127.66,34.94,59.28,347.93,7.1
13/10/2020,14.25,100.78,210.81,121.1,222.86,148.88,276.14,78.35,638.96,55.36,89.64,1890.818,172.18,48.74,362.71,129.2,34.98,58.96,350.13,7.28
12/10/2020,14.23,102.44,214.12,124.4,221.4,147.43,275.75,78.23,614.89,54.97,90.91,1921.9496,172.15,48.08,358.71,129.46,34.9,58.97,352.43,7.2
09/10/2020,13.76,101.2,207.54,116.97,215.81,144.67,264.45,75.52,611.57,54.72,88.78,1929.43,164.33,47.59,352.02,130.98,34.88,57.98,346.85,6.8
08/10/2020,13.84,101.78,207.98,114.97,210.58,141.97,263.76,74.17,604.44,55.09,87.8,1893.0909,159.53,47.12,347.86,129.71,34.97,58.99,343.78,6.9
07/10/2020,13.96,99.73,203.6,115.08,209.83,141.77,258.12,72.96,592.05,54.46,86.92,1887.2233,159.78,46.96,345.89,130.06,34.57,58.77,340.76,6.78
06/10/2020,13.74,98.02,201.09,113.16,205.91,137.99,258.66,72.55,580.23,54.04,83.12,1877.1262,155,46.88,341.44,127.65,34.29,58.61,334.93,6.55
05/10/2020,13.64,99.04,201.8,116.5,210.38,141.89,264.65,74.14,580.98,54.29,84.54,1912.8979,159.96,47.27,341.66,127.91,34.84,59,339.76,6.59
02/10/2020,13.06,97.89,199.9,113.02,206.19,138.36,259.94,72.78,570.12,53.68,80.8,1898.7,156.25,46.83,338.26,126.64,34.49,59.31,333.84,6.46
01/10/2020,13.61,96.97,198.55,116.79,212.46,149.39,266.63,74.39,567.91,53.51,82.62,1905.0491,161.06,47.69,341.54,126.64,34.48,59.22,337.04,6.33
30/9/2020,13.53,96.27,200.97,115.81,210.33,143,261.9,73.28,563.55,52.2,81.07,1885.4399,157.44,46.64,338.25,125.54,34.79,59.48,334.89,6.25
29/9/2020,13.23,95.35,196.79,114.09,207.26,139.69,261.79,73.3,554.8,52.71,80.51,1897.6899,157.24,45.71,335.52,126.35,34.29,58.96,332.37,6.19
28/9/2020,13.04,96.16,199.07,114.96,209.44,140.4,256.82,72.93,558.65,52.66,79.77,1880.8511,158.7,45.75,333.12,124.32,34.5,59.76,334.19,6.28
25/9/2020,12.87,93.47,194.95,112.28,207.82,135.78,254.82,71.95,547.81,51.15,78.88,1860.05,154.76,45.76,326.41,124.23,34.17,59.18,328.73,6.11
24/9/2020,12.35,92.66,195.11,108.22,203.19,129.26,249.53,71.14,535.05,49.95,78.38,1868.036,150.99,45.57,330.62,124.75,33.9,56.9,323.5,6.25
23/9/2020,12.12,92.74,186.12,107.12,200.59,126.79,249.02,70.47,538.54,50.79,77.92,1863.5499,149.99,45.33,328.37,127.11,34.13,57.09,322.64,6.23
22/9/2020,12.64,94.27,191.62,111.81,207.42,141.41,254.75,72.99,550.8,51.3,80.48,1899.2814,156.45,46.1,328.19,116.87,34.36,59.39,330.3,6.36
21/9/2020,12.52,95.31,194,110.08,202.54,149.8,248.15,71.51,552.59,51.73,80.59,1912.5699,148.02,45.69,323.54,113.37,34.15,59.85,326.97,6.45
18/9/2020,12.19,98.35,194.86,106.84,200.39,147.38,252.53,72.55,556.92,52.7,80.23,1949.6927,147.75,45.1,320.11,114.66,34.72,62.03,330.65,6.78
17/9/2020,12.46,98.56,194.83,110.34,202.91,141.14,254.82,74.35,548.41,52.2,81.91,1942.6,150.44,45.56,322.89,116.36,34.9,63.75,335.84,6.83
16/9/2020,12.51,99.7,200.68,112.13,205.05,147.25,263.52,75.6,561.73,53.53,83.13,1959.3182,153.91,45.42,327.51,118.59,34.87,65.21,338.82,6.59
15/9/2020,12.99,99.28,198,115.54,208.78,149.92,272.42,76.76,548.16,53.2,85.85,1955.5201,157.81,45.79,327.68,119.27,35.04,65.25,340.17,6.6
14/9/2020,12.87,102.47,201.34,115.36,205.41,139.87,266.15,75.44,547.38,52.67,80.5,1956.3691,155.15,45.77,326.74,119.28,35.08,65.31,338.46,6.68
11/9/2020,12.16,101.07,200.92,112,204.03,124.24,266.61,75.79,541.2,51.47,78.82,1941.5,155.81,45.57,323.13,118,34.19,63.72,334.06,6.57
10/9/2020,12.31,99.83,200.01,113.49,205.37,123.78,268.09,76.3,543.31,51.43,78.9,1954.0699,158.76,45.6,323.51,114.79,33.79,63.45,333.89,6.48
09/9/2020,12.71,100.87,202.22,117.32,211.29,122.09,273.72,77.36,560.18,51.61,79.4,1946.6556,163.43,46.63,330.08,114.9,34.3,61.24,339.79,6.54
08/9/2020,11.91,99.92,202.48,112.82,202.66,110.07,271.16,76.18,552.54,51.14,77.32,1930.9283,157.49,46.15,322.87,112.72,34.06,61.57,333.21,6.6
04/9/2020,12.62,103.52,210.94,120.96,214.25,139.44,282.73,79.06,564.63,52.99,78.91,1932.45,164.73,47.61,330.21,112.4,34.47,62.42,342.57,6.47
03/9/2020,13.02,101.33,207.56,120.88,217.3,135.67,291.12,81.48,579.12,53.86,81.18,1930.5197,168.4,48.18,331.86,112.85,34.51,61.64,345.39,6.4
02/9/2020,14.35,101.65,210.04,131.4,231.65,149.12,302.5,85.87,608,54.46,82.17,1942.6206,176.57,49.23,341.92,116.8,35.26,63.39,357.7,6.52
01/9/2020,13.82,100.14,205.46,134.18,227.27,158.35,295.44,82.75,596.24,53.72,81.55,1970.1415,174.96,49.2,334.8,114.84,34.96,62.64,352.6,6.41
31/8/2020,13.37,100.19,204.87,129.04,225.53,166.11,293.2,81.48,594.19,52.95,79.25,1969.75,172.55,46.28,331.25,111.89,35.82,62.8,349.31,6.4
28/8/2020,13.15,102.77,207.71,124.81,228.91,147.56,293.66,81.97,601.06,52.95,80.44,1964.4921,170.09,46.77,331.93,112.29,35.94,63.91,350.58,6.51
27/8/2020,12.63,102.35,210.15,125.01,226.58,149.25,293.22,81.43,594.98,53.54,80.6,1928.9099,170,45.54,330.01,110.84,35.89,63.96,348.33,6.48
26/8/2020,12.77,99.09,207.22,126.52,221.15,143.54,303.91,82.21,592.1,54.08,81.75,1953.453,172.09,43.57,328.02,111.53,36.07,63.45,347.57,6.4
25/8/2020,12.75,100.5,206,124.83,216.47,134.89,280.82,80.29,591.15,53.03,80.04,1927.9399,167.32,43.54,328.44,111.51,36.41,63.54,344.12,6.51
24/8/2020,12.72,100.06,207.34,125.86,213.69,134.28,271.39,79.26,591.45,53.3,78.9,1932.4495,165.37,43.78,327.89,111.83,36.82,63.55,342.92,6.55
21/8/2020,12.68,97.32,202.43,124.37,213.02,136.67,267.01,78.78,584.04,52.97,78.34,1939.4042,164.24,43.88,328.35,109.75,36.86,62.92,339.48,6.25
20/8/2020,12.14,97.37,201.85,118.28,214.58,133.46,269.01,78.81,583.36,52.49,76.81,1942.6,164.87,43.52,324.78,108.01,36.7,62.9,338.28,6.42
19/8/2020,12.14,98.55,203.02,115.71,209.7,125.24,262.59,77.23,589.75,53.99,78.54,1929.54,163.02,44.14,324.81,108.39,36.27,63.48,337.23,6.45
18/8/2020,12.26,98.32,201.31,115.56,211.49,125.81,262.34,77.79,589.21,53.56,79.41,2000.95,165.62,44.9,324.67,106.97,36.36,63.67,338.64,6.46
17/8/2020,12.34,99.71,203.07,114.61,210.28,122.38,261.16,75.81,592.03,53.38,80.19,1985.5291,159.12,45.2,323.92,105.66,36.35,63.68,337.91,6.55
14/8/2020,11.56,102.41,207.97,114.91,208.9,110.05,261.24,75.23,588.46,52.74,78.41,1943.7562,157.4,44.2,320.41,106.43,36.08,63.94,336.84,6.6
13/8/2020,11.44,102.37,208.39,115.01,208.7,108.07,261.3,75.83,589.56,53.18,78.3,1953.0334,158.05,43.95,319.86,106.52,36.18,64.6,336.83,6.6
12/8/2020,11.44,102.94,212.13,113.01,209.19,103.65,259.89,75.36,590.24,52.86,79.39,1917.8199,158.11,43.96,320.87,105.22,36.33,65.71,337.44,6.67
11/8/2020,10.85,103.82,211.06,109.38,203.38,91.63,256.13,74.03,586.64,52.51,77.94,1911.2482,154.03,43.4,316.74,105.12,35.82,65.21,332.8,6.78
10/8/2020,11.16,100.64,209.38,112.73,208.25,94.57,263,74.84,580.2,52.33,79.87,2027.2568,157.41,43.96,323.95,105.41,36.39,64.56,335.57,6.65
07/8/2020,11.2,99.38,208.27,111.11,212.48,96.85,268.44,74.92,588.19,52.52,80.03,2034.6244,158.37,43.32,324.82,101.86,36.45,62.8,334.57,6.44
06/8/2020,11.34,97.24,204.25,113.9,216.35,99.31,265.28,75.25,582.23,53,80.52,2063.1875,161.25,43.12,327.11,100.45,36.28,62.46,334.33,6.5
05/8/2020,11.29,97.21,204.52,110.06,212.94,99,249.12,73.95,582.15,52.94,81.63,2039.4,160.25,43.27,323.93,100.94,36.45,62.93,332.11,6.53
04/8/2020,11.23,95.55,201.64,109.67,213.29,99.13,249.83,73.67,571.04,52.16,80.19,2018.0686,156.94,43.88,323.75,97.33,36.39,65.12,330.06,6.44
03/8/2020,11.01,96.1,199.39,108.94,216.54,99,251.96,74.14,579.95,53.06,78.95,1976.6975,155.59,43.1,313.78,98.33,36.35,62.43,328.79,6.28
31/7/2020,10.61,96.64,197.96,106.26,205.01,95.38,253.67,74.4,575.01,53.28,78.89,1974.69,158.23,43.13,310.17,97.61,36.48,61.45,326.52,6.2
30/7/2020,10.61,97.02,199.53,96.19,203.9,99.17,234.5,76.92,573.09,54.67,79.93,1959.5,152.59,43.37,309.49,96.82,36.72,61.57,323.96,6.32
29/7/2020,10.47,99.68,202.58,95.04,204.06,99.94,233.29,76.18,577.6,55.14,82.67,1970.3718,151.68,43.56,310.75,96.97,37.22,62,325.12,6.49
28/7/2020,10.22,97.32,201.62,93.25,202.02,98.43,230.12,75.18,570.7,54.15,76.92,1958.9288,150.02,43.92,312.11,96.27,36.99,60.74,321.17,6.58
27/7/2020,10.42,96.9,203.02,94.81,203.85,102.64,233.5,76.47,575.33,55.25,83.25,1941.8771,152.76,43.74,312.14,97.21,35.59,60.98,323.22,6.5
24/7/2020,10.19,98.28,201.47,92.61,201.3,94.47,230.71,75.41,570.62,55.7,73.9,1900.975,150.45,43.75,310.41,98.43,35.7,60.82,320.88,6.45
23/7/2020,10.13,98.98,203.02,92.84,202.54,100.87,232.6,75.84,578.15,56.67,67.37,1886.8636,149.33,43.88,310.72,98.3,36.41,60.91,322.96,6.55
22/7/2020,10.44,98.69,206,97.27,211.75,106.16,239.87,78.24,582.54,58,68.53,1871.7535,155,44.22,312.81,98.91,36.55,60.35,326.86,6.42
21/7/2020,10.33,99.41,212.02,97,208.75,104.56,241.75,77.8,580,57.62,67.81,1841.5784,156.91,44.11,312.27,98.36,34.78,60.58,325.01,6.27
20/7/2020,10.51,97.3,211.71,98.36,211.6,109.53,245.42,78.19,579.6,56.14,66.89,1815.3971,159.84,43.82,311.1,95.65,34.6,60.16,324.32,6.25
17/7/2020,10.2,98.16,211.41,96.33,202.88,100.06,242.03,75.84,587.72,55.97,66.4,1808.9,148.1,43.91,309.46,96.28,34.36,60.82,321.72,6.38
16/7/2020,10.13,100.01,214.67,96.52,203.92,100.04,240.93,75.75,566.96,55.4,66.59,1796.6324,150,44.07,310.87,97.26,33.75,60.37,320.79,6.44
15/7/2020,10.23,99.73,216.9,97.72,208.04,103.07,240.28,75.84,568.59,56.01,66.06,1811.3073,150.44,44,311.28,98.54,33.86,60.52,321.85,6.32
14/7/2020,10.38,98.21,214.01,97.06,208.35,101.12,239.73,76.04,561.33,54.53,66.96,1807.53,154.2,44,312.52,96.76,33.4,58.81,318.92,5.97
13/7/2020,10.05,97.65,208.88,95.48,207.07,99.8,239,75.61,552.56,53.52,65.07,1802.7087,155.2,43.17,307.68,96.46,33.38,58.02,314.84,5.69
10/7/2020,10.48,96.27,205.56,95.92,213.67,102.98,245.07,76.95,554.08,53.73,63.85,1798.3121,160,43.56,310.83,97.99,32.07,58.52,317.59,5.72
09/7/2020,10.51,91.28,196.83,95.68,214.32,92.95,244.5,75.93,549.44,53.37,64.78,1802.8186,159.13,42.58,310.18,96.99,31.72,55.58,314.38,5.48
08/7/2020,10.22,93.3,202.25,95.34,212.83,91.06,243.58,75.18,557.61,54.47,62.59,1810.1248,154.06,41.48,301.39,98.84,31.99,57.93,316.18,5.71
07/7/2020,9.87,92.32,199.36,93.17,208.25,92.66,240.86,74.5,549.23,53.6,60.71,1794.26,150.01,42.32,301.31,97.07,32.26,58.69,313.78,5.74
06/7/2020,9.84,95,207.36,93.46,210.7,91.44,240.28,74.98,557.55,55.36,61.88,1783.5635,152.85,39.63,296.79,99.95,32.71,59.45,317.05,5.81
02/7/2020,9.61,92.66,197.4,91.03,206.26,80.58,233.42,73.5,551.77,55.39,58.62,1775.135,144.51,39.74,291.31,98.43,32.71,58.45,312.23,5.68
01/7/2020,9.53,93.26,197.57,91.03,204.7,74.64,237.55,72.1,544.32,56.14,56.82,1770.005,143.94,39.9,290.37,97.4,31.98,58.57,310.52,5.61
30/6/2020,9.5,94.06,197.62,91.2,203.51,71.99,227.07,70.9,544.09,56.66,56.77,1780.665,137.94,39.93,288.9,98.05,31,59.71,308.36,5.7
29/6/2020,9.2,93,193.47,90.44,198.44,67.29,220.64,69.86,532.87,55.81,56.39,1771.4926,134.02,39.69,287.36,95.87,30.94,59.26,304.46,5.64
26/6/2020,9.15,92.59,189.19,88.41,196.33,63.98,216.08,68.13,534.85,54.35,56.33,1770.6208,134.64,39.44,282.56,93.67,30.37,58.28,300.05,5.54
25/6/2020,9.49,97.96,207.1,91.21,200.34,65.73,235.68,72.06,546.97,57.23,57.04,1761.4869,137.73,39.9,286.35,101.4,30.64,59.87,307.35,5.66
24/6/2020,9.24,94.66,198.02,90.02,197.84,64.06,234.02,71.64,538.57,55.19,56.58,1761.4308,136.72,40.1,283.96,100.08,30.51,59.44,304.09,5.58
23/6/2020,9.45,97.93,204.78,91.63,201.91,66.79,242.24,73.2,554.65,57.07,56.76,1766.5139,138.22,40.36,287.07,101.92,31.06,61.16,312.05,5.77
22/6/2020,9.53,96.75,203.42,89.72,200.57,66.29,239.22,72.53,553.21,56.81,56,1754.4644,135.69,40.56,286.27,99.51,31.39,61.42,310.62,5.89
19/6/2020,9.26,97.81,201.63,87.43,195.15,66.73,238.79,71.23,555.37,59,55.31,1742.8442,133.75,39.95,285.75,95.78,31.68,63.22,308.64,5.84
18/6/2020,9.22,98.94,203.84,87.93,196.32,66.93,235.94,71.71,556.77,57.65,56.15,1722.618,132.7,39.33,285.43,98.45,31.51,64.02,311.78,5.94
17/6/2020,9.24,99.48,206.19,87.9,194.24,66.12,235.53,72.63,555.23,57.09,56.6,1726.29,132.05,39.68,285.47,99.21,31.81,63.49,311.66,5.94
16/6/2020,9.07,102.06,209.59,88.02,193.57,65.48,235.65,72.32,550.4,57.5,55.8,1726.9637,130.76,39.88,287.14,99.04,31.66,64.85,312.96,6.15
15/6/2020,9.17,101.25,206.31,85.75,188.94,66.06,232.5,71.04,543.03,56.65,56.02,1724.6075,128.63,39.36,283.16,97.84,31.62,62.76,307.05,6.1
12/6/2020,8.93,99.87,201.78,84.7,187.74,62.35,228.58,70.65,527.04,55.73,56,1729.7666,127.25,39.25,284.6,96.43,31.99,62.2,304.21,6.06
11/6/2020,8.8,97.21,194.13,83.97,186.27,64.86,224.43,70.09,525.21,55,55.04,1727.1537,127.9,40.03,286.63,95.17,31.57,59.85,300.61,5.75
10/6/2020,9.37,106.06,213.52,88.21,196.84,68.34,236.73,73.23,558.06,58.32,57.55,1736.2377,132.37,40.39,292.83,102.12,34.05,64.54,319,6.39
09/6/2020,9.05,110.54,218.1,86,189.8,62.71,238.67,72.6,558.06,58.35,56.61,1714.3199,130.04,40.45,291.13,102.63,34.33,66.77,320.79,6.79
08/6/2020,8.8,113.45,220.81,83.36,188.36,63.33,231.4,72.4,557.33,59.45,55.57,1694.6018,126.2,40.41,292.69,104.29,34.69,68.67,323.2,7.06
05/6/2020,8.92,111.23,217.92,82.88,187.2,59.04,230.77,72,556.53,58.95,55.2,1685.23,124.15,40.52,297.31,102.71,34.12,64.92,319.34,6.89
04/6/2020,8.77,106.44,214.82,80.58,182.92,57.63,226.29,70.72,546.19,58.49,54.28,1710.6176,123.03,40.7,296.08,101.28,34.14,64.07,311.36,6.16
03/6/2020,8.77,104.27,210.57,81.28,185.36,58.86,230.16,71.96,547.71,59.2,53.06,1697.51,123.92,41.16,292.17,104.11,34.28,60.1,312.18,5.81
02/6/2020,8.83,98.93,204.14,80.83,184.91,58.77,232.72,72.12,541.34,57.84,52.01,1727.0498,123.62,41.31,292.6,100.74,34.28,62.5,308.08,5.54
01/6/2020,8.81,98.6,199.93,80.46,182.83,59.87,231.91,71.74,538.23,57.21,51.03,1740.0031,123.55,41.32,293.74,99.54,33.61,62.61,305.55,5.51
29/5/2020,8.88,97.31,196.49,79.48,183.25,55.67,225.09,71.68,528.64,56.8,50.33,1726.3,122.12,41.35,293.91,98.58,36.2,61.44,304.32,5.36
